,(FKP (fucokinase)).kcat_F,(FKP (fucokinase)).Km_Fuc,(FKP (fucokinase)).Km_ATP,(FKP (fucokinase)).Km_Fuc1P,(FKP (fucokinase)).Km_ADP,(FKP (guanylyltransferase)).kcat_F,(FKP (guanylyltransferase)).Km_Fuc1P,(FKP (guanylyltransferase)).Km_GTP,(FKP (guanylyltransferase)).Km_GDP_Fuc,(FKP (guanylyltransferase)).Km_PP,(FKP (guanylyltransferase)).ki_PP,(PPA).kcat_F,(PPA).Km_PP,(GMPK).kcat_F,(GMPK).Km_GMP,(GMPK).Km_ATP,(GMPK).Km_GDP,(GMPK).Km_ADP,(PPK3_G).kcat_F,(PPK3_G).Km_GDP,(PPK3_G).Km_GTP,(PPK3_G).K_eq_PPK3_G,(PPK3_A).kcat_F,(PPK3_A).Km_ADP,(PPK3_A).Km_ATP,(PPK3_A).K_eq_PPK3_A,obj_val
0,59473.6548115869,0.905384769634626,18.944239201941,0.019202847556093,0.641829918258363,273081.188230919,4.14569666365489,253.37565787188,0.075071084049625,3.97581725023641,9.28E-07,921301.539767227,1.65E-05,578737.672477021,0.036440642409298,2.9467752134332,31.2881607242093,4.8976791740405,75576.4925029534,2.94481991158217,1.39671829327962,1.70587868657412,169976.58987421,2.14985852618436,0.058256980690797,0.940391876547154,91.3705054642579
0,79.6511205782936,0.023830081125113,0.148615248401736,163.280845057576,57.9639019106483,67178.4666942401,0.00608109832207,192.427493339018,11.5839822053374,6.06896795009668,2.71E-08,637087.46932835,0.002553463359651,561850.367689673,1.05881443586179,1.53439540511754,4.32205350274713,8.18249934935057,33540.9981275046,2.33564149433926,252.486273357288,1.65848981460844,22232.70074914,3.56161141092154,8.04312316393564,0.828198918556658,118.442112234471
0,6551.11015301952,0.041712641467998,14.8482359558721,72.6091525896255,12.8915707275616,32150.0201663342,4.96765898114322,129.345844426487,0.136980044662827,2.09183821600904,8.61E-08,726991.436830564,1.15E-06,926982.923873209,0.440818893540113,0.067178200940481,6.33492230473483,1.76482535520044,117791.313628785,1.77798931801067,0.256913978405202,1.78264581385478,46577.6420032404,4.09415647270177,1.29376261792881,0.910433917411096,91.2562098725642
0,10015.0421198957,0.216738942100138,80.2154120519549,85.2056932781982,0.014175065774932,79696.4833753382,0.146458559399753,10.7686933186356,158.913667687293,3.28079223584227,2.06E-08,367672.632602183,0.000564880237371,687408.526575143,1.59546351574914,0.533888666813525,1.47393734199905,2.16747847203632,83627.0436346207,5.15262323593823,361.441751920764,1.67979275920835,164771.111477112,5.6048253389631,0.121001273206583,0.927344536935347,108.330707406384
0,4602.83262053859,0.247539684893512,94.9035488614339,324.658493356906,0.085401893152692,107092.014921755,0.000146686615881,71.4242186457137,734.574354425099,11.893341486763,2.27E-07,588015.238075147,0.089760435209231,587170.306108984,0.793594649703717,0.267428734619687,3.21566775848771,1.79366453502922,131696.30101516,2.70476946175847,0.306071805261259,1.72849622243738,98015.4711761547,3.27373952875546,0.135910707539582,0.939080644854396,110.735862065496
0,1558.43354610917,0.20291795444934,2.34684302979518,3.30686281579192,1.26708736555594,17936.2326486179,11.9450591994578,8.98711584405287,0.042313601803369,0.024638422297017,1.59E-08,741363.937727585,1.33E-06,803294.429392537,1.40108770929548,0.636056009527358,15.6531257828459,5.45923014290545,22406.4095946141,0.427592947094996,1079.84134309649,1.68617377355697,52048.6681197125,8.58135582707139,9.45852715367635,0.896614950110061,92.9837447435031
0,5745.28442208163,0.08558570808911,4.75381506895702,22.8264102954261,1.99390478992827,58021.5080829249,5.82619557059924,59.7650910032263,0.037723939202344,17.0545340925687,4.28E-07,848620.023753458,0.000866917368662,754075.54063963,3.80021638930259,0.973659314092981,6.86594294523165,12.9530083250922,24052.761420822,0.317720744863469,228.461106729797,1.64551359609291,50406.6401893695,4.29067340268972,2.37517023636488,0.862168894420833,97.2453187707803
0,418.950001882204,0.060913834544362,10.5356605627214,756.636359401489,11.2698579908651,27178.1447643183,0.141739370083249,62.0633208957028,0.170959111809554,3.77022298998207,1.27E-08,451186.523996114,0.000130003172021,744885.033444323,0.257758206824696,1.77681698095815,0.965428189292197,0.859963062488555,31051.625539249,1.11798547173421,2.64500678083331,1.66296351799023,28287.8098083029,3.02236017146587,0.852470943997168,0.897396666353468,117.190052497359
0,2582.3638012557,0.046635317799462,4.88307621277439,37.7599822795125,10.5354633418048,44357.1387995139,41.5025360942957,47.0368634995694,0.310062914666203,0.79396941837901,2.43E-07,683612.374541983,1.52E-06,575712.099109669,1.03594442512685,0.028608714171715,0.128291294256472,13.2534494360342,39914.9249919088,2.05374864851294,101.329865184803,1.67572427860086,83635.4722355988,5.28923711153736,0.604097216341335,0.920769923410673,91.3762869368943
0,230.327283030933,0.029995115539548,4.97023975268749,0.034719630600862,0.208165953507879,342570.945409873,0.002517725671591,675.701475142465,31.7525699486612,5.99518031993766,2.21E-08,248322.856669047,0.001218709835492,193213.445288117,0.1989128292084,0.03752518850788,44.4511607716884,2.30912284493352,131069.545189735,0.173580612175229,0.017647851802893,1.7702839655599,280880.591574061,1.96803030474098,0.026291686891521,0.915443867717681,113.776294341993
0,120.338196440617,0.01684245600175,1.11568020034966,33.9255982595553,259.018018579039,187733.388943936,0.313822811920194,76.0782115529284,0.060123294704298,1.5001717380256,3.09E-08,65731.0839054766,3.69E-05,284049.831885548,0.236393287658097,1.74309469925537,2.70987417264631,19.7571590819639,103433.730263493,2.75021554593727,8.09492987125885,1.64481288453521,67927.6864279121,5.78560284805726,0.370972451416642,0.946905258584308,115.123807501176
0,2722.36942474469,0.111733594213143,87.0446367933957,1243.08187666581,13.4164316990304,58575.8620646145,0.000364457163942,17.8038074516793,41.6741008666559,1.15645442114332,1.80E-07,285002.099346749,0.065032987521891,537941.726394906,0.563114234428438,0.137142289283303,2.45399264324754,4.23679640741624,170290.293540953,4.11902144662528,0.236487171764599,1.78785111770732,130178.205360381,0.85366401537758,0.027744094173413,0.886223802554652,115.101425047772
0,96760.0484656337,0.080885515597332,68.8066457172143,1249.50358397737,0.00822969019091,2642.30609313294,5.00017814147445,16.2244877048412,0.233696250857163,18.9980267942873,2.25E-07,411268.510341679,2.31E-06,944923.080011736,0.524481545043481,0.066331150299702,0.380992818437995,77.8589325076268,21492.5683039065,0.228897702421541,59.1683773631901,1.70501467320697,31383.6658244532,3.81438336570217,33.2890336386616,0.874062198062886,93.6262871345573
0,7852.89766643937,0.013514328851396,22.8026366063586,374.120057682231,51.1800684786372,26541.7206104964,50.8465023187032,18.5675869018415,0.25693520890201,0.151437100397895,1.06E-07,643262.275142121,1.05E-05,657282.927707894,0.73274887831374,1.92901823805841,9.61847166339177,5.20337881960857,68162.4468489229,2.13383258263416,26.6490130790487,1.6477378592662,107004.186560477,17.3601708748808,2.89292888742627,0.884876482903826,93.2124365129758
0,112.742193339401,0.035322313099762,0.961763955253106,644.051916832405,25.6852124376044,36589.3473157025,0.034406106317815,9.46133470687228,30.7772554870036,3.37592980841367,6.10E-08,408449.255696294,0.024406045806255,815879.895319881,0.223595934105766,0.717039345720482,17.7757027183275,1.96242382264143,29524.1450679285,2.37583927675677,16.646884762081,1.65071661991643,250864.419591915,4.09315313789049,0.065715272579988,0.874598306289135,116.118746405184
0,5666.27742392662,0.102978242985882,12.0745460075562,93.0307003746951,295.277601196219,20089.0345256011,19.7398083517888,35.96197536323,0.232550697155637,8.2268524843003,2.33E-08,965029.388545467,6.49E-06,823922.358002988,9.69375324419964,0.115169168338857,9.22898377033221,3.6351669100759,46270.9210434353,5.46782012148931,17.9020042927285,1.71548081051079,91459.7299163617,8.98645825476366,1.50112713685938,0.909913145361719,92.3162860912998
0,3651.16634541674,0.17277848196655,6.36459008131781,0.211596454017217,59.3845513559192,33905.4040628702,28.7565900426378,33.4852068705448,0.199980047113558,1.65980978705109,1.13E-07,950870.713543024,1.35E-06,802924.419516225,0.199482647146481,0.080917442082818,10.5266975373183,3.80482712323086,50913.4108111825,1.97079735960876,1.39304038942591,1.76255508989673,156993.198314043,3.84485203935991,0.165586110403207,0.926712591822704,90.2372107741751
0,1448.58005215417,0.227677525270429,0.976880094822617,1.44702474384534,126.169352759311,85159.1308950358,6.28701315366705,375.44311353906,0.199808384343224,1.77124179978503,9.36E-07,923676.12950158,0.001019779833686,735370.018733973,16.0936033503973,1.4645125861456,9.71137082156309,4.99668955199741,53126.373139101,2.10344787763482,3.14284483004167,1.76079562571336,37851.2572438301,2.39620491073075,8.41962983112238,0.83481484337925,96.3671992443892
0,3582.51493959724,0.064048253940186,4.40878400331349,511.534387629257,247.858082183857,7606.88339884425,23.3140865678658,10.7711140426924,0.250078370564879,6.99815081327827,5.84E-08,814600.865376443,4.85E-06,757223.315994688,0.107157702452726,0.713043517052981,3.21284520117601,3.35761836930984,59867.0373036208,0.295641618649663,1.80834077456639,1.63235632936137,33191.2755892399,1.90351467184647,1.52567119774927,0.858451614073098,94.5051494881344
0,3567.5484253969,0.044413620946039,6.19646325226292,8.70860547686451,84.4503519384964,60487.8109458046,66.8103178501429,60.9693951941073,0.478731059229325,33.8676683734333,1.13E-07,902061.507409964,5.07E-06,986037.826237778,2.45392638074659,0.3019640341158,1.90549656467091,12.1720153374589,19830.0631822268,0.037802340082504,4.58719033365458,1.71189216985026,86321.1055431254,4.60419162699683,0.498972645270621,0.929681457714701,91.6200372572002
0,79.0817659625025,0.035280528479562,0.012302419911189,124.054216594898,9.4407073041888,163923.994622109,0.000384296258804,39.3238561268515,118.065517184287,16.6449507625022,4.31E-08,130099.642018981,0.009928988542815,678756.195797494,8.64926833369596,0.058054198139905,0.686582183830137,19.3079047417077,288963.550603528,4.42128710313242,0.215665239122457,1.76955885705178,168744.138869051,2.91401816853884,0.054033826274174,0.969956695697644,111.34723213718
0,583.075296973143,0.036644218295723,17.0099721981648,61.9004801061386,147.463568132121,287744.36222212,0.000168084313058,21.3211703917618,565.322844696874,2.69216489849283,4.22E-08,255633.101310616,0.058550490229354,276581.272721464,1.27900093456911,0.126799977539142,15.7357937187585,36.9251962894569,41860.045707354,2.68172350761447,1887.34001626202,1.68499407601522,413707.617401387,12.2302464120712,0.104153473927102,0.918010284600827,116.115681126405
0,2900.601968837,0.209854960854611,5.28642860892037,0.955961701102021,4.0697691435951,18537.1407959565,5.25319164730551,100.350979585505,0.216039771068797,2.48536303317136,4.46E-07,384400.046451077,5.29E-06,967501.751000671,0.112460946656738,0.622430901031681,5.5577792707106,22.5262633492312,27865.7044252482,0.75901908923746,248.815373213263,1.73167705530051,46032.5200637593,3.42351176117468,0.939952436678986,0.907806989999688,91.8611904385165
0,1905.57984105243,0.082163038558698,2.27446037751816,4625.13504377038,3.38778749147183,17126.5240211451,2.88461452745769,209.35140121746,0.275471593013747,1.67983069063779,6.91E-07,759405.833335072,1.06E-05,416657.160321773,2.01620298536257,0.015178520503928,1.03157894333806,3.45047841508118,767729.042356356,2.16496849395137,330.235472591596,1.63642473461787,406564.061096552,29.2928690659174,0.504660491734002,0.928999472380256,92.0285288910335
0,167.033177597418,0.05847882948348,2.63129943297795,155.335563042614,0.235538145988772,87646.2243158413,0.39651611438314,16.6091333255259,3.75549080973755,4.71162189444059,4.93E-08,623129.937734948,0.024485643607207,752372.261178378,1.15781139456638,0.614196318966425,3.34961333665941,1.91583110790839,81230.7958984121,3.49449327601626,1121.02810794268,1.63778503912684,152305.483294568,17.8709641742866,0.467270468502073,0.972905154162516,117.837847313985
0,2067.28210071609,0.047945246076707,1.73082840225378,0.76959807363265,7.65622669797657,33643.6408806654,18.6107325202289,118.932456333636,0.446875053554146,2.77682308092273,1.38E-07,659483.720871986,1.52E-06,522733.621420214,2.40451616871689,0.862595053447749,0.778078085697001,8.1615675778102,51110.9652029838,3.96964168092744,451.941810871812,1.68254046808362,49600.8991654724,3.11773737206131,1.31995539371166,0.906004084959143,93.3525899286441
0,1712.88961780953,0.226282546978547,1.50045438121482,659.473087071959,37.8770660245378,30143.3013072139,9.56505283544316,50.1431041261386,0.108560876058029,7.06436443482852,2.34E-07,451720.896256764,6.19E-05,699570.326853187,0.414412771244731,7.66277960856785,8.64832492240209,0.63040024013529,222915.749133372,2.36261659111705,16.2926691743125,1.55742596369997,48726.7627354161,3.90363137416626,2.30296673326997,0.878943888141253,95.8987895391415
0,2391.57474899591,0.119290315015739,4.26491724250776,75.253137734402,420.851709405893,74911.9950944923,35.635795353341,66.699830669685,0.209756370657958,29.0283664153009,4.75E-07,863207.095574311,1.85E-06,781641.655595429,5.76412416092517,0.353788821824266,1.31435273361885,20.2746342668345,73534.3066554139,7.1082337277902,1025.73286662297,1.73382682264637,137354.765034849,6.59203495967935,0.356223902192763,0.926900520930095,91.0522543505178
0,3715.32450162692,0.175282742267812,10.1138656629414,646.808999029781,0.003517594789441,34055.047657183,0.26883145143457,3.06176702145737,52.5655495701255,15.3354589252136,2.09E-07,680869.48067018,0.14913998107011,237329.813832699,0.156665695995536,0.498439285248513,5.80601060865372,0.341311306869845,35632.0630795077,1.13250863563598,289.650670158394,1.686578056568,42065.5112998712,0.796073918295363,0.423677879489654,0.741519571998276,114.359558216299
0,431.768473424232,0.011142002254609,11.2647901286346,48.4005305449312,1089.79825165201,61801.430850933,0.010264302735241,43.5295364689609,51.3024097141882,1.47583545697882,3.08E-07,520616.388874248,0.099659958619237,878123.605592465,0.032464734333917,1.04804464417852,2.70465635377888,2.7889150410057,139241.000128363,11.4340594250302,12.8473291057231,1.74391049158263,58642.5378196422,2.27347696212598,0.166865378284417,0.897182964271668,117.484103262337
0,3818.43983248151,0.272923245776433,9.19797038456639,420.009830124303,15.1395272231188,53250.2048062808,2.8363041000478,7.54929395846531,0.01061088741472,63.6824227397334,2.15E-07,696634.984392785,0.00530061059292,409982.204920239,3.11696685076828,2.94884364675394,0.573367716974574,2.95345595916017,73884.8302923559,3.29493650025712,65.7697233176604,1.71566464888072,90992.1386964496,9.39950371911312,1.14942494981889,0.846567390784485,114.179190100051
0,3030.59411521069,0.11381491077078,0.751709461245933,74.4911985306301,59.6439240750781,2824.76139927454,6.88012785935723,34.5653830824765,1.06535821780679,1.28565828032196,2.26E-08,660830.490842781,3.81E-05,622576.411639118,0.843565399088308,28.9023806487861,6.33487249442881,1.29930999507878,34752.8321376299,1.75006363867517,467.04822863461,1.55210168236303,174011.028913558,4.56739487854105,0.451785704612007,0.788622234684626,103.187379413843
0,4784.01635664235,0.012278335324591,8.18288223535382,0.103264866670133,52.2759517825089,12043.8966666158,0.618891393427251,126.755656142508,0.0510566914007,0.764475921879114,1.31E-07,609118.574235329,6.18E-06,712208.161151748,0.807258542363359,5.96322928458955,2.31794836226594,5.13395618659154,83533.6106984532,6.43366765867389,85.0325582337017,1.64446284303957,195662.425689732,19.9186915600585,0.921000615177385,0.923502491908325,91.8654761460443
0,672.177338685787,0.05151184482228,12.0139117231762,205.865940113316,0.016338936033966,234305.486719003,0.019727001655791,27.864234578943,1.2209956018715,2.04142834034235,4.43E-08,674074.791413572,0.081464363578094,834059.266150755,0.297173468519491,1.42672785693244,9.84239621025036,0.264086525147736,44108.1142144849,3.39385612455654,1108.06925560058,1.7041177838447,107534.492854066,2.10744645008495,0.072413564285373,0.93362278163405,112.376647405709
0,2904.21057433086,0.075239786389681,4.94542095621282,2.71149603226958,10.7886251476319,48994.5869118161,28.6614988518597,81.3192860171841,0.31838257458529,6.57349445204948,8.00E-08,940330.481043614,2.48E-06,965382.380958781,0.765579080658991,0.074819426902374,3.7114858313083,1.77872344872409,53305.3448497504,1.46992914048912,1.16299784885956,1.74550593120261,138859.080435622,2.8741189040691,0.150517372891165,0.918977811928052,90.4942063384473
0,1286.03494185446,0.052443589646169,15.1883130505471,29.690990038928,0.005912076703057,464210.19107269,0.098739966888549,5.48481765682217,6.72734238128807,11.5987168904907,2.08E-08,128762.712932047,0.000771154409441,715348.203249947,6.7316417692492,0.126990668442599,15.7238898037998,7.95969684718094,102925.210649933,1.24341692036105,0.138181776459041,1.67309183595862,170158.449567617,10.1031392093912,0.269735580231354,0.953263176817787,109.016098073786
0,5847.6323397551,0.026010031765011,11.572066442997,105.262200578243,128.025067080787,9105.20475596796,15.9436302287501,45.9197332564521,0.755008729250088,20.0478738031984,1.74E-07,567437.066457147,0.000132310117516,581353.013669433,1.55807025483188,0.57670563518795,6.73168275260459,32.812548410793,73630.340384403,1.70047127906636,1288.08150824896,1.48740962741953,186643.139502541,15.9306408152745,31.3757420632337,0.778392878472927,103.915797891872
0,1118.92183546857,0.05720226070259,0.667376104598876,6312.97562827077,60.6266315007593,34951.1567865938,18.143419708086,92.4915158300169,0.359100138931466,0.903448345619356,9.37E-07,667584.28782311,2.45E-05,388807.330650647,4.90696620438693,0.243102320978592,13.2436168472593,6.98276158153123,168570.622806424,3.6803083465801,17.7930602174692,1.64563422619913,86387.9380776133,1.51407830041479,0.143963959231016,0.928657951097741,92.4825058044914
0,1388.97532413647,0.072907072742985,1.81564614226521,49.6836300806632,1.39737599261977,45142.3236352431,24.7715215588223,25.5780879313858,0.095816938340809,0.235696566314014,5.33E-07,482812.620043481,3.29E-06,806699.859014676,0.008787943608405,0.06130918047943,11.0836346488861,0.887182374234736,35170.6590740837,0.992648902496729,31.0024375640614,1.70397692934179,111658.632397638,2.27314734568075,0.146080417645129,0.910890846924664,90.7278539782776
0,930431.479067797,0.082552606785386,2.0340235551341,19.1563818807475,33.7852165177667,707488.980582076,28.2771121223736,7.26369114247772,0.139160354579676,4.96216567595664,6.49E-08,218735.2750604,0.027801104312748,426964.596408262,0.587032337039447,3.17491787341981,13.6111131703747,6.62264397000609,203323.205335859,1.37126954348091,425.267968377577,1.53670140998525,192078.102380477,1.58601182184422,0.20493575522505,0.741250953662451,136.967880313889
0,1806.74761973575,0.042160895886811,2.27758887115129,117.005165993513,478.976415845837,24838.8695922474,14.771061309176,129.198395088352,0.580009546403587,5.93335497133736,1.96E-07,699577.183867026,3.32E-06,955285.786656153,0.456402812205713,0.230307555463548,0.535489948057084,0.592967127465386,33286.0684735574,0.855507312062698,121.450335552251,1.69573391570703,172723.899220479,5.45478726832989,0.228813764940231,0.91825959130084,90.9550320037232
0,691.052641370813,0.20095348573021,18.6491484263323,495.689403051571,50.1489323880419,977291.7658072,6.0037130008672,35.3210685753798,0.483795507457432,0.106213575857017,1.87E-07,420486.665647724,0.011773738180663,310631.576712947,0.278853652761758,13.7671034675228,2.22446324540534,12.0331695359039,905167.015635205,68.8052299703412,915.284575693053,1.52618501925463,87235.1719787059,12.1891090261377,14.2559257824692,0.846633156283747,124.306202464532
0,88.1384930196279,0.171713503847167,0.578650744243219,4.00336782000945,76.3137831138448,16532.0941693219,0.201718054772318,3.6784674192675,25.4660888767365,2.90987479359177,1.99E-07,553356.818937827,0.037474169995188,832603.410153786,1.46363489624746,5.36278384235601,11.3141598906256,14.4838662446932,21125.1913408938,0.160925141002158,22.2515842128154,1.73934677637054,50844.0377602808,2.75148903180229,0.213155569837617,0.910509388052726,119.253725644742
0,229.724615255085,0.033014529332531,4.8098547168065,54.2237086436295,518.432987977751,40925.2679320321,0.031715975728051,27.0277965463084,25.4309689307289,6.506202215648,3.16E-07,722329.942539973,0.140074882257221,415731.191296612,1.82202510054787,2.13359853303013,3.56205982785635,6.69283118946091,34404.8533314768,2.49223103475479,236.925323769994,1.70278357563523,31409.3869512406,7.38276383932459,3.07993404462443,0.877407800810092,120.019756860109
0,21469.0559483726,0.301216102967495,23.137284195926,38.6751798774529,407.993284650303,86898.2883441918,28.9560687220956,66.1274672134261,0.189311780701544,0.526435353515579,2.25E-07,753175.02990342,0.000596992037829,656696.790097949,3.51726785002947,5.65017363740964,2.92075568966514,22.268088385273,38501.9088733609,2.35780506983022,15.6727990337185,1.54587221874865,76082.4959497105,10.8953434035693,3.14109843092643,0.936758076439457,99.9518918385008
0,502.706487559683,0.073305619468602,14.1519365015303,260.745317180662,54.6088812793285,78366.8766278768,0.002301179061353,30.5885971576157,6.25846003858717,0.89884089579066,1.35E-08,507714.236292308,0.007350931774015,857239.985198248,0.332460684033872,0.177693973430209,0.218386426492471,2.67599423347958,38794.40895648,1.75841509615771,0.968892199137708,1.71956089256901,89897.5469175845,5.77095678556792,0.2831032103907,0.9159557983178,115.836688099503
0,148.375575495221,0.206921949399071,2.31805500058057,70.1933412897266,340.588523373828,45776.7724999906,0.000681746952374,138.374275669933,256.823261428154,26.6013121954766,1.62E-08,669304.45816568,0.001502928868841,616239.904244625,0.167766078948584,2.00840238891832,8.92138362728529,12.1008666457548,63271.0658122744,1.5108053587208,0.385758929387716,1.69447272573471,58420.0440395902,2.24178137566999,0.192740609280577,0.899046825204306,114.355135641823
0,2918.41376303103,0.02813313215681,6.41575604762371,0.044220851239269,0.012869749073224,47884.1809950724,1.94924283804109,21.1370000327223,0.079419841681442,3.12072806150511,2.76E-08,922729.662841985,0.000120807113554,576354.843657855,0.283820590079038,1.08437263033473,0.108256556625862,31.1036111827212,159696.777154559,0.270187724407797,7806.5841666377,1.62804655139512,28785.9663363137,2.60145708770532,0.446127480893284,0.927899077947939,99.8945528708819
0,5301.91943391423,0.071185002066019,13.9276663112118,1988.79895362206,3.13228395491243,106041.996174312,1.33085946167291,183.596557175164,0.016102509777917,2.65693863062825,1.15E-07,751815.952055141,5.61E-06,732068.149249897,2.10114223700769,0.244679888455294,72.7430804838696,2.43172950266707,25091.1409217235,0.789650752217886,107.863318313602,1.77691061482222,54986.242799046,3.14942333187223,0.472933956459695,0.911211021899199,91.8353853188569
